Card ID,Card name,Category,Evidence posture,Source count shown,Tier 1 count,Tier 2 count,Source groups,Caution flag,Evidence note,Recommended claim wording
smart-clothing,Smart clothing,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Atmospheric water harvesting; Carbon-negative concrete; Chemical spine; Printed / heterogeneous electronics; Smart buildings; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
exoskeleton-suits,Exoskeleton suits,Advanced Manufacturing and Microfactories,Direct starter set,12,12,0,Chemical spine; Digital twins and process control; Fusion; Robotics / construction; Robotics / exoskeletons; Smart manufacturing,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
cloaking-materials,Cloaking materials,Future Materials and Smart Surfaces,Speculative / analogue-sourced,12,12,0,Advanced membranes and materials; Atmospheric water harvesting; Chemical spine; Materials / metamaterials; Space systems; Unit operations,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
metamaterial-sound-control,Metamaterial sound control,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Atmospheric water harvesting; Chemical spine; Smart manufacturing; Space systems; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
self-cleaning-surfaces,Self-cleaning surfaces,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Atmospheric water harvesting; Chemical spine; Materials / self-cleaning surfaces; Space systems; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
anti-icing-materials,Anti-icing materials,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Carbon-negative concrete; Chemical spine; Fusion; Printed / heterogeneous electronics; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
aerogel-insulation-cities,Aerogel insulation cities,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Chemical spine; Overall thesis; Printed / heterogeneous electronics; Smart buildings; Unit operations; Vertical farming,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
shape-shifting-materials,Shape-shifting materials,Future Materials and Smart Surfaces,Speculative / analogue-sourced,12,12,0,Advanced membranes and materials; Atmospheric water harvesting; Chemical spine; Materials / programmable matter; Printed / heterogeneous electronics; Space systems; Unit operations,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
self-healing-polymers,Self-healing polymers,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Atmospheric water harvesting; Chemical spine; Printed / heterogeneous electronics; Space systems; Synthetic fuels; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
transparent-displays-everywhere,Transparent displays everywhere,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,10,2,Chemical spine; Computing and semiconductors; Displays / AR-VR interfaces; Displays / transparent interfaces; Fusion; Manufacturing / QA,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
holographic-interfaces,Holographic interfaces,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,12,0,Atmospheric water harvesting; Computing and semiconductors; Displays / AR-VR interfaces; Displays / holography; Manufacturing / QA; Space systems; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
room-temperature-superconductors,Room-temperature superconductors,Future Materials and Smart Surfaces,Speculative / analogue-sourced,12,11,1,Advanced membranes and materials; Chemical spine; Fusion; Materials / superconductors; Printed / heterogeneous electronics,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
bio-inspired-structural-materials,Bio-inspired structural materials,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Carbon-negative concrete; Chemical spine; Future cities / modular construction; Materials / programmable matter; Synthetic fuels,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
lab-grown-organs,Lab-grown organs,"Biomanufacturing, Medicine, and Human Augmentation",Roadmap / early-stage sourced,12,12,0,Biomanufacturing; Biomanufacturing / tissue engineering; Carbon-negative concrete; Pharmaceutical and medical manufacturing; Synthetic fuels; Tissue engineering and organ chips,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
cultivated-meat,Cultivated meat,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,12,0,Atmospheric water harvesting; Biomanufacturing; Pharmaceutical and medical manufacturing; Space systems; Synthetic fuels; Tissue engineering and organ chips; Unit operations; Vertical farming; Vertical farming and controlled environments,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
personalized-medicine-factories,Personalized medicine factories,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,12,0,Atmospheric water harvesting; Biomanufacturing; Pharmaceutical and medical manufacturing; Space systems; Synthetic fuels; Tissue engineering and organ chips; Unit operations; Vertical farming,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
neural-interfaces,Neural interfaces,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,12,0,Atmospheric water harvesting; Biomanufacturing; Carbon systems; Medical / neural interfaces; Pharmaceutical and medical manufacturing; Synthetic fuels; Tissue engineering and organ chips,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
artificial-limbs-with-touch-feedback,Artificial limbs with touch feedback,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,12,0,Atmospheric water harvesting; Biomanufacturing; Biomanufacturing / tissue engineering; Chemical spine; Medical / neural interfaces; Medical / prosthetics; Pharmaceutical and medical manufacturing; Tissue engineering and organ chips,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
anti-aging-therapies,Anti-aging therapies,"Biomanufacturing, Medicine, and Human Augmentation",Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Biomanufacturing; Medical / anti-aging; Pharmaceutical and medical manufacturing; Space systems; Synthetic fuels; Tissue engineering and organ chips; Vertical farming,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
synthetic-blood,Synthetic blood,"Biomanufacturing, Medicine, and Human Augmentation",Roadmap / early-stage sourced,12,12,0,Biomanufacturing; Biomanufacturing / tissue engineering; Medical / artificial blood; Pharmaceutical and medical manufacturing; Space systems; Tissue engineering and organ chips,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
medical-nanobots,Medical nanobots,"Biomanufacturing, Medicine, and Human Augmentation",Speculative / analogue-sourced,12,12,0,Atmospheric water harvesting; Biomanufacturing; Medical / nanomedicine; Medical / nanorobotics; Medical / neural interfaces; Pharmaceutical and medical manufacturing; Synthetic fuels; Tissue engineering and organ chips; Vertical farming,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
organ-on-chip-drug-testing,Organ-on-chip drug testing,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,12,0,Atmospheric water harvesting; Biomanufacturing; Biomanufacturing / tissue engineering; Pharmaceutical and medical manufacturing; Space systems; Synthetic fuels; Tissue engineering and organ chips; Unit operations; Vertical farming,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
cybernetic-implants,Cybernetic implants,"Biomanufacturing, Medicine, and Human Augmentation",Roadmap / early-stage sourced,12,12,0,Biomanufacturing; Carbon-negative concrete; Chemical spine; Medical / neural interfaces; Medical / prosthetics; Pharmaceutical and medical manufacturing; Tissue engineering and organ chips,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
quantum-computers,Quantum computers,"Computing, Semiconductors, and Ambient Intelligence",Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Chemical spine; Computing and semiconductors; Manufacturing / QA; Space systems; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
neuromorphic-computing,Neuromorphic computing,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,12,0,Chemical spine; Computing and semiconductors; Fusion; Manufacturing / QA; Overall thesis; Smart manufacturing,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
ai-assistants-embedded-everywhere,AI assistants embedded everywhere,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,12,0,Chemical spine; Computing and semiconductors; Fusion; Manufacturing / QA; Overall thesis; Smart manufacturing,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
fully-immersive-vr-worlds,Fully immersive VR worlds,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,12,0,Chemical spine; Computing and semiconductors; Displays / AR-VR interfaces; Displays / holography; Fusion; Manufacturing / QA,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
augmented-reality-cities,Augmented reality cities,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,12,0,Chemical spine; Computing and semiconductors; Displays / AR-VR interfaces; Displays / holography; Fusion; Manufacturing / QA; Transportation / smart highways,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
universal-real-time-translation,Universal real-time translation,"Computing, Semiconductors, and Ambient Intelligence",Direct starter set,12,11,1,Chemical spine; Computing / translation; Computing and semiconductors; Fusion; Manufacturing / QA,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
autonomous-scientific-discovery,Autonomous scientific discovery,"Computing, Semiconductors, and Ambient Intelligence",Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Clean fuels and artificial photosynthesis; Computing and semiconductors; Digital twins and process control; Manufacturing / QA; Smart manufacturing; Space systems; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
digital-immortality-mind-archives,Digital immortality / mind archives,"Computing, Semiconductors, and Ambient Intelligence",Speculative / analogue-sourced,12,12,0,Atmospheric water harvesting; Carbon systems; Computing / mind archives; Computing and semiconductors; Manufacturing / QA; Medical / neural interfaces,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
lunar-oxygen-production,Lunar oxygen production,Space and Off-World Industry,Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Chemical spine; Space systems; Space-based solar power; Synthetic fuels; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
mars-fuel-production,Mars fuel production,Space and Off-World Industry,Roadmap / early-stage sourced,12,12,0,Carbon systems; Carbon-negative concrete; Chemical spine; Space systems; Space-based solar power; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
closed-loop-life-support,Closed-loop life support,Space and Off-World Industry,Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Carbon systems; Carbon-negative concrete; Future water systems; Space systems; Space-based solar power; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
space-habitats,Space habitats,Space and Off-World Industry,Roadmap / early-stage sourced,12,12,0,Carbon systems; Chemical spine; Space systems; Space-based solar power; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
asteroid-mining,Asteroid mining,Space and Off-World Industry,Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Carbon systems; Chemical spine; Fusion; Space systems; Space-based solar power,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
orbital-manufacturing,Orbital manufacturing,Space and Off-World Industry,Roadmap / early-stage sourced,12,12,0,Atmospheric water harvesting; Chemical spine; Overall thesis; Smart manufacturing; Space systems; Space-based solar power; Synthetic fuels; Unit operations,Medium caution,"Sources support active research, demonstrations, agency roadmaps, or early deployment pathways. Scale, economics, reliability, and infrastructure remain major unresolved gates.","Frame as active research, demonstration, or roadmap-stage; keep scale/cost/timeline claims qualified."
space-elevators,Space elevators,Space and Off-World Industry,Speculative / analogue-sourced,12,12,0,Advanced membranes and materials; Carbon systems; Chemical spine; Fusion; Space systems; Space-based solar power,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
terraforming-concepts,Terraforming concepts,Space and Off-World Industry,Speculative / analogue-sourced,12,12,0,Atmospheric water harvesting; Carbon systems; Chemical spine; Space systems; Space-based solar power; Synthetic fuels; Unit operations; Vertical farming,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
replicator-like-food-machines,Replicator-like food machines,Advanced Manufacturing and Microfactories,Speculative / analogue-sourced,12,12,0,Atmospheric water harvesting; Biomanufacturing / food systems; Consumer fabrication / recycling; Digital twins and process control; Smart manufacturing; Space systems; Unit operations; Vertical farming and controlled environments,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
household-recycling-machines,Household recycling machines,Advanced Manufacturing and Microfactories,Direct starter set,12,12,0,Atmospheric water harvesting; Consumer fabrication / recycling; Digital twins and process control; Future cities / waste systems; Smart manufacturing; Space systems; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
smart-mirrors-health-rooms,Smart mirrors / health rooms,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,12,0,Atmospheric water harvesting; Biomanufacturing; Medical / neural interfaces; Medical / smart health rooms; Pharmaceutical and medical manufacturing; Synthetic fuels; Tissue engineering and organ chips; Vertical farming,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
personal-air-filtration-bubbles,Personal air filtration bubbles,"Biomanufacturing, Medicine, and Human Augmentation",Direct starter set,12,11,1,Biomanufacturing; Chemical spine; Fusion; Future water systems; Personal environmental systems; Pharmaceutical and medical manufacturing; Tissue engineering and organ chips,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
home-robots,Home robots,Advanced Manufacturing and Microfactories,Direct starter set,12,12,0,Atmospheric water harvesting; Chemical spine; Consumer robotics; Digital twins and process control; Smart manufacturing; Space systems; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
universal-fabrication-appliances,Universal fabrication appliances,Advanced Manufacturing and Microfactories,Speculative / analogue-sourced,12,12,0,Atmospheric water harvesting; Consumer fabrication / personal manufacturing; Consumer fabrication / recycling; Digital twins and process control; Smart manufacturing; Space systems; Unit operations,High caution,"Sources support adjacent mechanisms, component technologies, or roadmap analogues; they do not verify the full sci-fi system. Keep this card explicitly hypothetical and avoid performance, cost, or deployment claims.",Frame as a hypothetical process architecture supported by adjacent mechanisms or analogues; do not imply deployment or full-system feasibility.
personal-climate-control-clothing,Personal climate-control clothing,Future Materials and Smart Surfaces,Direct starter set,12,12,0,Advanced membranes and materials; Chemical spine; Energy storage; Fusion; Personal environmental systems; Printed / heterogeneous electronics; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
adaptive-furniture-shape-changing-rooms,Adaptive furniture / shape-changing rooms,Advanced Manufacturing and Microfactories,Direct starter set,12,11,1,Atmospheric water harvesting; Consumer spaces / adaptive rooms; Digital twins and process control; Materials / programmable matter; Smart manufacturing; Space systems; Unit operations,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
personal-drone-assistants,Personal drone assistants,Advanced Manufacturing and Microfactories,Direct starter set,12,11,1,Chemical spine; Consumer robotics / drones; Digital twins and process control; Fusion; Personal environmental systems; Robotics / swarm systems; Smart manufacturing,Normal caution,"This card has direct starter citations for the process route, bottlenecks, and readiness caveats. Claims still need claim-level checking before publication.","Use as starter-sourced process framing; verify specific numbers, timelines, and economics claim-by-claim."
